lon,lat
20.76307,52.33187
9.44360,47.35840
-73.08862,45.21373
18.50333,54.41038
7.90050,49.87862
20.99342,52.25952
20.99342,52.25952
20.99342,52.25952
16.61398,50.62432
12.76017,56.00758
21.03333,52.14950
21.03333,52.14950
21.03333,52.14950
-1.14485,51.52637
10.25633,51.72425
26.35258,59.31830
18.01977,51.73085
12.10253,49.02227
18.35257,54.59592
28.17134,36.28393
20.01630,50.06440
10.62982,52.14518
17.52432,53.92987
-3.54420,50.46117
-3.56220,50.46425
22.35822,49.46732
17.90460,59.36775
22.40978,49.43287
-2.84200,52.19917
-2.84200,52.19917
18.66603,50.26558
9.69342,50.54148
22.33050,49.20975
6.08105,50.69413
21.06930,52.24338
8.53240,52.28592
24.06753,57.02588
7.25682,50.71507
9.76482,47.51263
16.82935,52.45875
17.08110,51.11250
27.25375,57.68681
7.62662,51.96487
9.06257,48.66983
21.03112,52.23862
16.59097,47.96633
9.97282,53.10768
8.63043,50.23988
13.63063,52.41918
22.82337,60.42797
10.04675,48.31025
16.92343,58.78300
19.93055,50.05105
25.22053,57.30053
-87.67165,41.92290
21.21555,50.55362
19.95908,50.02948
19.95908,50.02948
18.52455,54.54507
20.73452,52.33415
13.33962,52.45075
13.33962,52.45075
16.58292,49.24038
-1.28137,54.38425
8.58517,48.83202
15.20467,49.81600
7.86182,47.64388
9.70022,45.04428
25.60912,58.94487
18.57792,54.38138
17.06720,50.18930
21.19020,52.23737
21.19020,52.23737
21.19020,52.23737
19.19257,51.96307
12.21583,49.93747
13.02728,52.37977
-3.06602,53.20070
21.04562,52.22865
19.95580,49.29752
18.69133,52.99742
6.27637,51.06847
8.64053,49.96777
10.98703,49.46995
9.80007,52.45048
6.53878,49.91663
21.07162,52.22125
11.70825,43.88487
18.53202,53.96700
114.15125,22.27152
16.59808,54.22922
8.85977,49.19492
10.34128,52.12233
6.79278,52.26410
20.96642,52.20470
18.47900,54.56050
20.93717,52.30945
14.62057,53.38707
19.67890,51.78165
20.82147,52.17890
-0.77705,52.66728
8.79398,50.07193
8.79312,50.07620
21.69007,49.76973
-121.79150,37.29573
100.50652,13.75423
100.50652,13.75423
21.03907,52.25090
14.65833,53.47452
20.40110,52.33565
12.55550,52.41040
7.39285,51.48245
18.48143,50.16177
18.48143,50.16177
18.48143,50.16177
21.24500,52.22382
21.24500,52.22382
21.24500,52.22382
21.24500,52.22382
18.52230,54.52005
16.03898,48.85383
12.33430,51.81473
12.55550,52.41040
18.12638,53.95978
8.53320,50.06773
25.85212,59.25447
17.97082,51.54883
25.26852,59.51748
13.36210,52.40562
13.36210,52.40562
21.24500,52.22382
21.24500,52.22382
21.24500,52.22382
21.24500,52.22382
21.24500,52.22382
19.51283,51.79148
24.11717,56.93097
14.28313,50.11083
6.87912,49.27613
18.69988,53.00078
20.99347,52.26958
14.66040,49.41500
19.91113,50.07098
17.03127,51.10440
17.92152,52.39460
20.87258,52.25853
8.99943,48.29425
13.20370,52.55925
13.20370,52.55925
8.01952,49.97430
20.42287,52.38513
20.70180,52.44228
18.20100,53.14678
19.94535,50.85258
15.56380,60.48003
18.93077,49.93977
20.46017,53.78717
17.84245,59.23638
18.91585,50.39933
9.73613,53.56618
32.39428,34.79628
19.07767,50.30925
19.07767,50.30925
19.50960,51.76143
19.50960,51.76143
20.89354,52.24713
20.89354,52.24713
20.89354,52.24713
20.89354,52.24713
20.89354,52.24713
20.89354,52.24713
16.99797,51.05198
17.03900,51.10800
19.52012,50.36038
8.58940,50.56133
10.35925,53.29382
21.04853,52.14488
21.04853,52.14488
20.83580,51.91262
21.05275,51.81192
18.97925,50.41292
16.58776,49.20852
20.64993,50.98580
21.80695,49.74280
18.91585,50.39933
18.73347,50.29318
17.75600,52.76812
20.30917,53.14078
20.30917,53.14078
22.56698,51.24452
10.17942,49.37273
18.22068,54.60592
8.85592,48.56773
18.34888,50.39103
9.06473,50.16618
13.17132,52.41925
4.05757,51.22715
4.38642,50.83453
18.53360,50.08300
150.73333,-33.60000
18.35333,54.59472
16.48392,49.79315
14.23282,50.84963
20.98420,52.21125
-86.39880,39.84380
8.33947,49.63800
-122.07127,36.98562
13.46667,48.56667
11.92040,46.76620
21.75742,54.03607
18.35333,54.59472
20.47353,53.77765
14.41357,51.11398
18.56907,54.48533
17.00993,51.13352
8.61067,47.22705
12.87290,50.81855
18.59915,54.39473
4.94553,44.49280
5.87182,49.49595
17.99614,53.82289
-122.05603,36.98930
17.56833,53.71215
7.30502,50.31235
21.03907,52.25090
9.00990,50.14218
10.91995,49.15337
18.56388,54.48110
14.10032,49.12283
17.11012,50.01630
22.96557,50.60037
22.39268,49.21925
9.18185,50.24118
21.69992,49.41307
21.59580,49.36107
8.62868,49.96302
14.27912,53.92230
18.71265,50.30297
20.02742,51.51017
9.19078,50.16392
9.00990,50.14218
20.35522,49.41315
20.89354,52.24713
20.89354,52.24713
20.89354,52.24713
12.47790,41.89087
15.68580,49.72142
12.91475,47.72015
-7.90682,52.00413
16.44248,51.32285
21.01023,52.20140
18.87487,50.41110
21.64980,49.57162
18.68285,52.99142
21.74970,49.47628
21.24500,52.22382
21.24500,52.22382
-3.56220,50.46425
-3.56220,50.46425
21.24500,52.22382
21.24500,52.22382
4.64858,51.17542
21.26570,52.24642
6.10697,49.56392
6.11468,49.58042
18.63063,54.32303
-71.45688,-32.52105
6.41398,51.30358
8.77767,50.09317
21.05183,52.24595
20.45782,53.74838
6.04948,50.01602
21.53800,52.56250
6.09938,49.52057
18.87487,50.41110
5.08312,51.08793
7.07342,49.27303
8.27425,50.22865
-81.29383,31.95153
18.53200,53.96720
20.88353,50.89958
5.58527,43.18990
16.43038,48.29165
19.23738,49.95943
18.48502,54.52903
13.04377,52.39787
14.03925,50.13258
5.32362,50.99560
9.48580,55.33998
16.49398,50.84320
16.92295,52.39948
8.70565,50.11635
19.45242,51.74860
10.69180,49.26542
16.92183,52.37023
9.42810,54.79707
16.95045,52.41223
19.51277,51.76405
20.98778,52.21945
6.20113,51.19368
8.44352,50.26828
21.17318,52.26122
11.77965,47.38945
6.15700,49.67625
9.14450,48.73333
-8.22177,51.85938
19.94238,49.26477
21.05652,52.23293
12.19558,47.64730
8.60573,50.56263
8.58940,50.56133
15.54833,50.84267
21.06825,52.38733
19.61540,50.41907
20.47762,53.77685
12.46555,41.88373
10.94188,49.50893
-92.80575,43.28002
12.46687,41.88572
14.48533,53.44468
18.95632,49.61927
18.95632,49.61927
19.38912,49.79388
18.55158,54.51097
20.46198,51.94860
18.62283,52.98550
51.41098,25.03442
51.40373,25.05723
20.73287,52.39163
6.98132,51.37967
13.71847,50.68902
12.92260,52.62617
2.43055,39.57950
20.77097,52.41205
21.02288,52.16530
9.76915,54.09633
-3.28830,55.93433
16.14493,49.08873
-122.85203,45.54483
-122.85203,45.54483
13.00000,53.00000
21.18440,52.24467
19.13988,51.78825
8.98252,48.95837
15.24068,52.73425
13.30397,52.45130
11.58462,52.18105
6.27027,49.86303
17.25872,51.03232
7.55210,51.51487
19.53575,50.06730
2.35710,48.86075
21.11595,52.24825
13.36805,52.50980
19.05808,49.81155
7.89560,49.90225
13.30572,52.48583
18.64908,54.33567
6.06312,49.48815
12.09102,51.97093
-121.38492,38.66302
12.59565,52.13610
21.03908,52.26995
16.47017,48.15548
6.06803,50.81720
21.01023,52.20140
21.01023,52.20140
21.01023,52.20140
20.96345,52.29010
-0.49937,51.94955
9.74975,55.06028
20.99065,52.21787
22.18103,49.20630
-8.68518,51.63683
21.18755,52.23027
21.03250,52.24250
21.03250,52.24250
21.03250,52.24250
22.51108,49.17490
9.74758,48.32218
14.28788,50.38902
16.95405,48.27640
11.13587,49.32153
7.59725,52.30243
19.18917,50.31000
26.71397,58.38120
7.59848,52.05983
13.30397,52.45130
13.30397,52.45130
13.30397,52.45130
20.26565,49.06022
22.00412,50.03923
19.91138,50.07587
6.37115,50.84763
18.61303,52.99908
14.58728,53.37003
8.89457,50.16412
19.95462,50.04692
20.97615,52.28262
9.18258,49.26257
19.71125,51.92162
6.97787,51.14025
19.27402,50.75023
6.17372,49.54652
7.38627,52.13865
-3.31100,50.70217
8.43225,49.77068
21.19727,52.21523
21.22103,52.20282
21.24500,52.22382
21.24500,52.22382
13.89003,50.14157
18.61055,52.99710
7.31825,50.85580
20.68175,52.38928
20.68175,52.38928
9.19950,54.17675
7.83303,51.36723
21.24500,52.22382
17.37333,52.55183
20.63220,48.89635
16.28523,54.22268
6.95653,51.70728
17.15080,51.09332
16.92780,52.23480
14.23390,49.91242
17.62517,59.19552
20.87853,52.26462
8.16425,51.37118
21.86932,49.46527
20.42835,52.05888
16.96633,51.11455
23.00575,52.41732
6.88758,49.26348
21.24500,52.22382
7.18633,51.29167
8.10165,50.91917
21.04832,52.25082
-120.34257,38.26620
9.78238,52.37378
18.50908,54.56015
10.88203,53.96333
14.76267,49.15820
18.60587,53.00792
22.40797,49.20172
17.73255,54.79312
20.00587,49.33685
-86.25640,41.81865
18.89297,49.86388
19.10557,50.25780
19.03837,50.76795
20.94757,52.28805
8.59973,50.21672
8.85792,49.00608
7.68333,50.91667
7.41945,51.54310
6.52514,52.00120
21.10380,52.19167
10.90663,49.39950
19.18243,50.29900
-2.76788,51.33868
19.35230,50.63605
12.01213,49.01958
7.78605,48.61893
17.69432,46.93598
8.75912,50.47498
21.04832,52.25082
10.50812,52.21497
9.17295,49.23280
19.28365,51.76920
15.36083,50.85462
11.85325,52.31827
21.04992,52.13020
24.78440,59.55047
11.25833,52.77033
12.36040,50.16897
20.48263,53.77873
2.21907,48.92972
18.82437,50.35983
20.46970,53.78292
9.53072,50.68903
9.93797,49.79295
22.21447,49.18550
17.07522,52.47085
18.46138,54.46835
20.67797,52.44163
17.36593,49.59452
13.22125,52.56217
13.33855,52.50535
8.61600,52.19700
6.90582,50.96692
18.87877,50.35362
9.16917,49.25450
13.70565,54.37200
11.16232,52.78850
19.91610,50.04933
24.72952,60.74203
21.03092,52.23692
21.94285,49.47410
13.89652,51.00757
14.23812,48.23902
21.54683,51.48142
4.63755,51.52095
19.43882,50.71295
14.41007,50.07385
-104.86073,31.89148
9.28058,53.29390
21.58410,51.70217
18.91092,50.03608
17.95537,52.64795
20.97455,52.27183
21.37293,49.46572
21.15282,49.66600
18.53193,53.96700
9.62363,49.79358
-80.74813,36.56013
18.90998,49.73113
21.66395,49.35033
24.95742,60.16758
6.42780,51.21865
20.85292,54.23697
20.85292,54.23697
13.27637,52.46477
7.30140,51.32778
17.98095,53.53855
8.84307,52.94458
22.02087,52.85067
19.01003,51.96068
20.96803,52.27765
8.35917,51.62648
20.64993,50.98580
15.48072,52.34757
15.44638,52.33273
19.28832,50.99490
10.22822,51.81195
7.85970,49.20545
15.26243,49.13563
21.06557,52.26740
14.46000,50.14333
20.44268,52.06523
-79.06627,43.07833
4.41667,51.18333
4.41667,51.18333
17.53200,53.81722
17.60903,53.79342
9.41022,48.16784
14.27903,53.92270
13.40467,52.51872
6.04653,50.44353
6.73968,51.16403
21.69992,49.41307
18.46165,54.46797
21.59260,49.32717
21.21482,52.10030
18.56912,54.39968
18.56912,54.39968
18.56912,54.39968
7.34287,52.25435
8.56578,50.22582
18.83387,52.87882
18.64950,50.29983
24.79337,59.44038
24.79337,59.44038
16.95045,52.41223
16.95045,52.41223
24.15040,35.46878
24.15040,35.46878
8.82868,50.87182
-111.80670,33.35715
6.33500,49.46167
22.23847,52.16360
22.23847,52.16360
-111.94342,33.42970
-111.94817,33.43525
-111.94053,33.34143
-111.85620,33.38013
10.80177,54.10345
6.84380,48.06370
21.99535,50.01963
15.57317,49.42067
19.96367,52.43163
9.36257,52.46287
18.56912,54.39968
-111.88172,33.39370
-111.87947,33.39363
14.26915,48.29627
13.58245,50.98313
16.69272,48.14397
11.94998,54.16665
20.62005,52.04977
19.99503,51.49928
10.28503,48.13558
8.13030,47.90575
20.23132,51.75598
